model_id,datetime,reference_datetime,site_id,family,parameter,variable,prediction
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,-0.07319784695337095
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.12642178185769776
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.3631745324861998
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.47973477494253747
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,-0.14625807829652826
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.025912991980306527
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,-1.1237537438777911
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,-1.3174971421794015
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,-1.107998872877683
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,-1.296581123820453
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,-0.800754328922701
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,-0.3869642255200057
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.22777298345994584
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.16227035077661253
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.14176797327038754
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.19288070943276248
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.922338620128053
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.7649627100569116
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,1.027117133631955
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.8222935725487217
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.8274773706325983
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.37715695365940216
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.4688923258946339
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.5713938909979682
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.661303159472895
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,1.1479811632119592
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.7239032653799964
GLEON_lm_lag_1day,2022-11-20,2022-11-05,CRAM,ensemble,temperature,temperature,0.36066715467343047
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,-0.4797651846285716
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.27139918030187327
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,-0.5502248081004326
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,-0.07736049252591692
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.3140107330974635
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.6284426430347135
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.750982148411651
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.3141799306789974
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.9273962086343961
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.45615986247476936
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.5213110052525591
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.7839968312109193
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,1.1173757088102345
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,1.3468010063726117
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,1.5109889321939154
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,1.4200395417149334
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,1.2829414611621146
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,1.1869585489109085
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,1.1221468034130084
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,1.6218392052555815
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,1.5991838703403043
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,1.4494553498169607
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,1.064392480133841
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.08898625120157289
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.15352084762411844
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.37523982127170274
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.5562064137284559
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.7723127649316234
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.8265216812856735
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.43123572377196606
GLEON_lm_lag_1day,2022-11-21,2022-11-05,CRAM,ensemble,temperature,temperature,0.09443306557343467
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,-0.8021203422460711
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,-0.625048186817339
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,-1.5305990016225097
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6528881468480421
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,-0.3296546014510673
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.027859171547668204
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,-0.1738303701085574
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,-0.2275299137980018
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.5033705553144787
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.2151021652545298
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.6845421074328497
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.8303604458761558
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.7882402128495967
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.9013318432547659
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,1.2467319959082726
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.07070043437217399
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.7034708235098684
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.24331194881921225
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.3359540051420729
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.5340502967692345
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.4672501943087918
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.43369566188939795
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,-0.04954899605660679
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,-0.9261263560064039
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,-0.3147992237811593
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,-0.0890797308465266
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,-0.2816858731350431
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.14480054299636635
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.16126026782904046
GLEON_lm_lag_1day,2022-11-22,2022-11-05,CRAM,ensemble,temperature,temperature,0.32268145845502805
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-1.0736231200670456
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.8759036957899486
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-1.0599367095088614
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.5481177670102773
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.5491771370402718
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.664564188235187
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.9718233416057565
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.5453746652023409
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,0.5093110647962794
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.37895277960449986
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,0.1372404369987369
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,0.3138774613237601
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6504355594669258
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.47679576714474775
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.06895050015345072
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.8527826308538855
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.5699887894655784
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.9022144006478899
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6393798055751682
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6386026783434295
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6896307494335818
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6144710459409249
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-1.2335983223454594
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-2.6517745941170885
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-2.595726755563936
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-2.050693879630109
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-1.9178462138486059
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-1.084714233050914
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.7082004950225113
GLEON_lm_lag_1day,2022-11-23,2022-11-05,CRAM,ensemble,temperature,temperature,-0.13363725835325552
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-1.247883942196293
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-1.023917591811874
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.8981813840130977
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.11068179544569312
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,0.2998147368136097
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.23229695453832822
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6666908223489295
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6283233113314386
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,0.32930503417824253
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.24401527065438366
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.5494588064487502
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.446476111201399
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-1.1547290437229059
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.8806579302803396
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.17854719339708813
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.2047019767612623
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.026158977813831696
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.10623316005075539
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.0852320610116321
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6411399031975555
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.41928983758602034
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.1956014933719028
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.7144779553729919
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-2.104085164581016
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-2.5452318072501656
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-2.585181205671582
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-2.5433080401532844
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-1.2111103152730256
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.7543447422848172
GLEON_lm_lag_1day,2022-11-24,2022-11-05,CRAM,ensemble,temperature,temperature,-0.3609227791443282
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.8439835642480298
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.8384651664064053
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-2.6904587166095277
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.3454180253014267
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.573042425962229
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-2.2476894210749663
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-2.056315500379726
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.3882655484533952
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.2717406019435085
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.0288436623962296
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.363899645744711
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.0823511663779755
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.465101532023713
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.140374133129601
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-0.8383288855773607
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-0.8921372078251426
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-0.7950072876866436
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-0.4425698910375644
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-0.33007312446401493
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-0.23417803685397254
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-0.05459783406782462
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-0.0033860253799489967
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,0.09304615986382186
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.2067854869265557
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.4311023644586605
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.6357269580585962
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-1.5887138261590352
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,-0.3765827288820698
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,0.033252691613205265
GLEON_lm_lag_1day,2022-11-25,2022-11-05,CRAM,ensemble,temperature,temperature,0.3734253626265794
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.9109608216489768
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.9775983354861371
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-1.5246138701071694
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.9030473743429794
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-2.042168810995746
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-2.93097519409673
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-2.5815113232539852
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-2.991295460431786
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-2.389811964320326
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-1.3661219618543747
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-1.378162282802644
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-1.416898595396529
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-1.6101238409198375
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-1.6857820499521567
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-1.2391352038064134
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-1.4492291895339338
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-1.1745517686415776
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6271740136727852
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.2966154062002713
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6743007904812175
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,0.06058241727052571
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.1081731899220608
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.31839665213244317
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6656420035493846
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.9977378497717501
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.980143608894352
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.9925274040402979
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.8222009734769862
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.4573023584928978
GLEON_lm_lag_1day,2022-11-26,2022-11-05,CRAM,ensemble,temperature,temperature,-0.20727866426796349
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.7591041778910226
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.7252900090512824
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.8154681198811408
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.2827013559549918
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-1.5739548461785393
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-2.215422442887845
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-2.050030774037494
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-2.433063398280385
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-1.862213217248478
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-1.065056717970917
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.7785020315189166
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6066455944561931
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.24385477379688048
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,0.0243008434227453
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,0.2880347142668503
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,0.2434418292355171
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,0.3525309616362431
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,0.2649532684198571
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,0.32367501702711415
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.5038909596502615
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.04271934744100436
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.1849786982112232
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.7552093459754483
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.5031756272517629
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.7859051016158476
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.8122547762465586
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6966699174367654
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.2297395806207525
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6501823534226443
GLEON_lm_lag_1day,2022-11-27,2022-11-05,CRAM,ensemble,temperature,temperature,-0.01025636403895791
GLEON_lm_lag_1day,2022-11-28,2022-11-05,CRAM,ensemble,temperature,temperature,0.024683958174217903
GLEON_lm_lag_1day,2022-11-28,2022-11-05,CRAM,ensemble,temperature,temperature,0.12632302447315705
GLEON_lm_lag_1day,2022-11-28,2022-11-05,CRAM,ensemble,temperature,temperature,-0.4299492721829933
GLEON_lm_lag_1day,2022-11-28,2022-11-05,CRAM,ensemble,temperature,temperature,0.18497281260005138
GLEON_lm_lag_1day,2022-11-28,2022-11-05,CRAM,ensemble,temperature,temperature,-0.7501541685371722
GLEON_lm_lag_1day,2022-11-28,2022-11-05,CRAM,ensemble,temperature,temperature,-0.9890075837458936
GLEON_lm_lag_1day,2022-11-28,2022-11-05,CRAM,ensemble,temperature,temperature,-0.9475215340131053
GLEON_lm_lag_1day,2022-11-28,2022-11-05,CRAM,ensemble,temperature,temperature,-1.5088435710381471
GLEON_lm_lag_1day,2022-11-28,2022-11-05,CRAM,ensemble,temperature,temperature,-1.5162574220328646
GLEON_lm_lag_1day,2022-11-28,2022-11-05,CRAM,ensemble,temperature,temperature,-1.3252743723024603
GLEON_lm_lag_1day,2022-11-28,2022-11-05,CRAM,ensemble,temperature,temperature,-1.1722792048983006
GLEON_lm_lag_1day,2022-11-28,2022-11-05,CRAM,ensemble,temperature,temperature,-0.6204751526367135
